,Name,Defending,General,Mental,Passing,Mobility,Power,Rating,Shooting,Nationality,Flag,Club,club_logo,Photo
6009,L. Peltier,73,59,66,59,60,73,69,36,England,https://cdn.sofifa.org/flags/14.png,Cardiff City,https://cdn.sofifa.org/teams/2/light/1961.png,https://cdn.sofifa.org/players/4/19/169575.png
6010,M. Knaller,15,14,26,13,48,48,69,15,Austria,https://cdn.sofifa.org/flags/4.png,FC Ingolstadt 04,https://cdn.sofifa.org/teams/2/light/111239.png,https://cdn.sofifa.org/players/4/19/173415.png
6011,Baena,68,62,67,65,49,69,69,55,Spain,https://cdn.sofifa.org/flags/45.png,Melbourne Victory,https://cdn.sofifa.org/teams/2/light/111397.png,https://cdn.sofifa.org/players/4/19/195687.png
6012,P. Ziegler,66,53,57,54,66,71,69,33,Germany,https://cdn.sofifa.org/flags/21.png,Western Sydney Wanderers,https://cdn.sofifa.org/teams/2/light/112427.png,https://cdn.sofifa.org/players/4/19/210280.png
6013,S. Wangberg,67,50,60,51,53,63,70,38,Norway,https://cdn.sofifa.org/flags/36.png,Tromsø IL,https://cdn.sofifa.org/teams/2/light/418.png,https://cdn.sofifa.org/players/4/19/189544.png
6014,N. Thomsen,49,62,60,69,67,68,70,54,Denmark,https://cdn.sofifa.org/flags/13.png,FC København,https://cdn.sofifa.org/teams/2/light/819.png,https://cdn.sofifa.org/players/4/19/205929.png
6015,D. Boer,12,16,35,35,44,46,69,21,Netherlands,https://cdn.sofifa.org/flags/34.png,PEC Zwolle,https://cdn.sofifa.org/teams/2/light/1914.png,https://cdn.sofifa.org/players/4/19/9833.png
6016,D. Hernández,28,59,58,67,74,63,70,61,Colombia,https://cdn.sofifa.org/flags/56.png,San Lorenzo de Almagro,https://cdn.sofifa.org/teams/2/light/1013.png,https://cdn.sofifa.org/players/4/19/220522.png
6017,A. Šporar,15,67,52,64,70,69,72,64,Slovenia,https://cdn.sofifa.org/flags/44.png,No club,https://cdn.sofifa.org/flags/44.png,https://cdn.sofifa.org/players/4/19/231786.png
6018,J. Jantscher,36,65,59,70,68,62,69,67,Austria,https://cdn.sofifa.org/flags/4.png,SK Sturm Graz,https://cdn.sofifa.org/teams/2/light/209.png,https://cdn.sofifa.org/players/4/19/187498.png
6019,E. Huws,56,61,65,69,66,65,72,62,Wales,https://cdn.sofifa.org/flags/50.png,Ipswich Town,https://cdn.sofifa.org/teams/2/light/94.png,https://cdn.sofifa.org/players/4/19/205163.png
6020,U. Matić,61,64,66,65,68,76,69,63,Serbia,https://cdn.sofifa.org/flags/51.png,FK Austria Wien,https://cdn.sofifa.org/teams/2/light/256.png,https://cdn.sofifa.org/players/4/19/219755.png
6021,A. Ashraf,44,61,57,68,68,62,69,64,Egypt,https://cdn.sofifa.org/flags/111.png,No club,https://cdn.sofifa.org/flags/111.png,https://cdn.sofifa.org/players/4/19/228203.png
6022,W. Bakhashwain,66,62,67,60,66,74,69,44,Saudi Arabia,https://cdn.sofifa.org/flags/183.png,Al Wehda,https://cdn.sofifa.org/teams/2/light/112408.png,https://cdn.sofifa.org/players/4/19/210028.png
6023,H. Aiesh,41,59,62,57,81,73,72,50,Sweden,https://cdn.sofifa.org/flags/46.png,Östersunds FK,https://cdn.sofifa.org/teams/2/light/113173.png,https://cdn.sofifa.org/players/4/19/213612.png
6024,S. Prevljak,18,61,51,61,70,69,73,64,Bosnia Herzegovina,https://cdn.sofifa.org/flags/8.png,FC Red Bull Salzburg,https://cdn.sofifa.org/teams/2/light/191.png,https://cdn.sofifa.org/players/4/19/223596.png
6025,A. Aldrete,68,66,63,64,71,73,69,56,Mexico,https://cdn.sofifa.org/flags/83.png,Cruz Azul,https://cdn.sofifa.org/teams/2/light/1878.png,https://cdn.sofifa.org/players/4/19/167532.png
6026,L. De Bock,68,66,67,65,69,75,70,53,Belgium,https://cdn.sofifa.org/flags/7.png,KV Oostende,https://cdn.sofifa.org/teams/2/light/682.png,https://cdn.sofifa.org/players/4/19/190572.png
6027,J. Hunt,67,63,62,63,76,72,69,46,England,https://cdn.sofifa.org/flags/14.png,Bristol City,https://cdn.sofifa.org/teams/2/light/1919.png,https://cdn.sofifa.org/players/4/19/193900.png
6028,L. Ceballos,64,60,62,67,78,76,69,44,Argentina,https://cdn.sofifa.org/flags/52.png,Patronato,https://cdn.sofifa.org/teams/2/light/110581.png,https://cdn.sofifa.org/players/4/19/215149.png
6029,Javi Muñoz,61,60,61,63,64,64,72,53,Spain,https://cdn.sofifa.org/flags/45.png,Real Oviedo,https://cdn.sofifa.org/teams/2/light/110827.png,https://cdn.sofifa.org/players/4/19/226157.png
6030,Alson Botelho,73,56,59,58,64,72,69,43,Brazil,https://cdn.sofifa.org/flags/54.png,Atlético Mineiro,https://cdn.sofifa.org/teams/2/light/1035.png,https://cdn.sofifa.org/players/4/19/230253.png
6031,O. De Wolf,12,12,21,18,42,40,73,12,Belgium,https://cdn.sofifa.org/flags/7.png,Sporting Lokeren,https://cdn.sofifa.org/teams/2/light/2007.png,https://cdn.sofifa.org/players/4/19/235629.png
6032,J. Arp,18,60,47,40,73,63,78,59,Germany,https://cdn.sofifa.org/flags/21.png,Hamburger SV,https://cdn.sofifa.org/teams/2/light/28.png,https://cdn.sofifa.org/players/4/19/239981.png
6033,J. Ardaiz,14,62,54,53,72,67,76,65,Uruguay,https://cdn.sofifa.org/flags/60.png,Frosinone,https://cdn.sofifa.org/teams/2/light/111657.png,https://cdn.sofifa.org/players/4/19/241005.png
6034,L. Moult,37,66,56,44,66,73,70,68,England,https://cdn.sofifa.org/flags/14.png,Preston North End,https://cdn.sofifa.org/teams/2/light/1801.png,https://cdn.sofifa.org/players/4/19/194925.png
6035,Arthur Caike,22,68,55,63,71,72,70,71,Brazil,https://cdn.sofifa.org/flags/54.png,Al Shabab,https://cdn.sofifa.org/teams/2/light/111674.png,https://cdn.sofifa.org/players/4/19/213102.png
6036,I. Rivas,57,56,64,64,68,80,69,58,Colombia,https://cdn.sofifa.org/flags/56.png,Junior FC,https://cdn.sofifa.org/teams/2/light/101101.png,https://cdn.sofifa.org/players/4/19/214382.png
6037,N. Onuoha,66,55,58,56,64,68,69,42,England,https://cdn.sofifa.org/flags/14.png,Real Salt Lake,https://cdn.sofifa.org/teams/2/light/111065.png,https://cdn.sofifa.org/players/4/19/164462.png
6038,Mika,13,17,26,21,41,50,70,15,Portugal,https://cdn.sofifa.org/flags/38.png,Os Belenenses,https://cdn.sofifa.org/teams/2/light/1889.png,https://cdn.sofifa.org/players/4/19/198511.png
6039,V. Klonaridis,44,58,63,64,76,67,70,64,Belgium,https://cdn.sofifa.org/flags/7.png,AEK Athens,https://cdn.sofifa.org/teams/2/light/278.png,https://cdn.sofifa.org/players/4/19/202095.png
6040,C. Stanković,16,17,23,20,52,56,72,16,Austria,https://cdn.sofifa.org/flags/4.png,FC Red Bull Salzburg,https://cdn.sofifa.org/teams/2/light/191.png,https://cdn.sofifa.org/players/4/19/216175.png
6041,M. Gómez,60,64,62,66,71,70,72,58,Colombia,https://cdn.sofifa.org/flags/56.png,Rionegro Águilas,https://cdn.sofifa.org/teams/2/light/112578.png,https://cdn.sofifa.org/players/4/19/218991.png
6042,L. Klünter,65,58,54,62,78,65,74,40,Germany,https://cdn.sofifa.org/flags/21.png,Hertha BSC,https://cdn.sofifa.org/teams/2/light/166.png,https://cdn.sofifa.org/players/4/19/229487.png
6043,A. Farrell,69,58,62,60,74,74,70,48,United States,https://cdn.sofifa.org/flags/95.png,New England Revolution,https://cdn.sofifa.org/teams/2/light/691.png,https://cdn.sofifa.org/players/4/19/212592.png
6044,G. Tutino,31,64,53,60,72,60,74,66,Italy,https://cdn.sofifa.org/flags/27.png,Cosenza,https://cdn.sofifa.org/teams/2/light/112168.png,https://cdn.sofifa.org/players/4/19/220528.png
6045,E. Kouassi,65,54,59,59,70,69,73,46,Ivory Coast,https://cdn.sofifa.org/flags/108.png,Celtic,https://cdn.sofifa.org/teams/2/light/78.png,https://cdn.sofifa.org/players/4/19/233840.png
6046,I. Cardona,19,66,48,61,69,67,74,67,France,https://cdn.sofifa.org/flags/18.png,KSV Cercle Brugge,https://cdn.sofifa.org/teams/2/light/1750.png,https://cdn.sofifa.org/players/4/19/235888.png
6047,G. Bruno,19,66,54,55,68,68,70,60,Belgium,https://cdn.sofifa.org/flags/7.png,KSV Cercle Brugge,https://cdn.sofifa.org/teams/2/light/1750.png,https://cdn.sofifa.org/players/4/19/184176.png
6048,D. Accam,39,64,60,56,81,64,69,66,Ghana,https://cdn.sofifa.org/flags/117.png,Philadelphia Union,https://cdn.sofifa.org/teams/2/light/112134.png,https://cdn.sofifa.org/players/4/19/210801.png
6049,Pablo Valcarce,50,63,61,63,74,72,70,56,Spain,https://cdn.sofifa.org/flags/45.png,RCD Mallorca,https://cdn.sofifa.org/teams/2/light/453.png,https://cdn.sofifa.org/players/4/19/211057.png
6050,Filipe Ferreira,66,64,65,67,72,70,69,51,Portugal,https://cdn.sofifa.org/flags/38.png,SK Sturm Graz,https://cdn.sofifa.org/teams/2/light/209.png,https://cdn.sofifa.org/players/4/19/215665.png
6051,E. Triverio,25,64,56,46,63,68,69,68,Argentina,https://cdn.sofifa.org/flags/52.png,Deportivo Toluca,https://cdn.sofifa.org/teams/2/light/1882.png,https://cdn.sofifa.org/players/4/19/217201.png
6052,Wellington,30,62,50,61,76,63,70,61,Brazil,https://cdn.sofifa.org/flags/54.png,Portimonense SC,https://cdn.sofifa.org/teams/2/light/10031.png,https://cdn.sofifa.org/players/4/19/223345.png
6053,B. Nehrig,69,61,64,64,67,75,69,56,Germany,https://cdn.sofifa.org/flags/21.png,FC St. Pauli,https://cdn.sofifa.org/teams/2/light/110329.png,https://cdn.sofifa.org/players/4/19/177521.png
6054,F. Campbell,34,62,59,57,72,71,69,65,England,https://cdn.sofifa.org/flags/14.png,Hull City,https://cdn.sofifa.org/teams/2/light/1952.png,https://cdn.sofifa.org/players/4/19/169586.png
6055,M. Yatabaré,24,65,55,64,63,67,69,64,Mali,https://cdn.sofifa.org/flags/126.png,Atiker Konyaspor,https://cdn.sofifa.org/teams/2/light/101033.png,https://cdn.sofifa.org/players/4/19/188274.png
6056,E. Lenjani,64,64,67,69,76,69,69,63,Albania,https://cdn.sofifa.org/flags/1.png,FC Sion,https://cdn.sofifa.org/teams/2/light/110770.png,https://cdn.sofifa.org/players/4/19/199283.png
6057,F. Bredlow,12,15,23,15,50,47,73,12,Germany,https://cdn.sofifa.org/flags/21.png,1. FC Nürnberg,https://cdn.sofifa.org/teams/2/light/171.png,https://cdn.sofifa.org/players/4/19/223603.png
6058,Y. Takahagi,54,59,68,65,55,64,69,62,Japan,https://cdn.sofifa.org/flags/163.png,FC Tokyo,https://cdn.sofifa.org/teams/2/light/101150.png,https://cdn.sofifa.org/players/4/19/227443.png
6059,D. Arzani,34,58,50,62,74,47,76,55,Australia,https://cdn.sofifa.org/flags/195.png,Celtic,https://cdn.sofifa.org/teams/2/light/78.png,https://cdn.sofifa.org/players/4/19/234867.png
6060,A. Bencharki,37,69,58,62,73,68,72,63,Morocco,https://cdn.sofifa.org/flags/129.png,Racing Club de Lens,https://cdn.sofifa.org/teams/2/light/64.png,https://cdn.sofifa.org/players/4/19/241779.png
6061,B. Ampuero,70,46,51,58,56,75,72,31,Chile,https://cdn.sofifa.org/flags/55.png,Universidad Católica,https://cdn.sofifa.org/teams/2/light/110975.png,https://cdn.sofifa.org/players/4/19/225396.png
6062,G. Puşcaş,23,67,55,44,68,66,73,63,Romania,https://cdn.sofifa.org/flags/39.png,Palermo,https://cdn.sofifa.org/teams/2/light/1843.png,https://cdn.sofifa.org/players/4/19/225652.png
6063,C. Chávez,27,67,53,57,73,62,69,64,Argentina,https://cdn.sofifa.org/flags/52.png,Club Atlético Aldosivi,https://cdn.sofifa.org/teams/2/light/111707.png,https://cdn.sofifa.org/players/4/19/205941.png
6064,V. Marcel,46,65,61,70,71,64,73,58,France,https://cdn.sofifa.org/flags/18.png,ESTAC Troyes,https://cdn.sofifa.org/teams/2/light/294.png,https://cdn.sofifa.org/players/4/19/235381.png
6065,I. Pillud,69,65,64,64,71,73,69,58,Argentina,https://cdn.sofifa.org/flags/52.png,Racing Club,https://cdn.sofifa.org/teams/2/light/101085.png,https://cdn.sofifa.org/players/4/19/193141.png
6066,B. Dja Djédjé,68,61,68,68,70,70,70,51,Ivory Coast,https://cdn.sofifa.org/flags/108.png,MKE Ankaragücü,https://cdn.sofifa.org/teams/2/light/101007.png,https://cdn.sofifa.org/players/4/19/199286.png
6067,M. Bakić,50,67,65,70,62,59,72,59,Montenegro,https://cdn.sofifa.org/flags/15.png,Royal Excel Mouscron,https://cdn.sofifa.org/teams/2/light/111560.png,https://cdn.sofifa.org/players/4/19/211574.png
6068,P. Sané,23,64,49,44,70,70,70,61,Senegal,https://cdn.sofifa.org/flags/136.png,AS Nancy Lorraine,https://cdn.sofifa.org/teams/2/light/1823.png,https://cdn.sofifa.org/players/4/19/213110.png
6069,J. Clarke-Salter,72,46,50,53,59,64,75,33,England,https://cdn.sofifa.org/flags/14.png,Vitesse,https://cdn.sofifa.org/teams/2/light/1909.png,https://cdn.sofifa.org/players/4/19/230774.png
6070,I. Radu,15,16,27,20,42,47,75,17,Romania,https://cdn.sofifa.org/flags/39.png,Genoa,https://cdn.sofifa.org/teams/2/light/110556.png,https://cdn.sofifa.org/players/4/19/234102.png
6071,D. Gibson,68,65,68,74,53,64,69,69,Republic of Ireland,https://cdn.sofifa.org/flags/25.png,Wigan Athletic,https://cdn.sofifa.org/teams/2/light/1917.png,https://cdn.sofifa.org/players/4/19/169590.png
6072,H. Özmert,69,64,64,67,55,68,69,56,Turkey,https://cdn.sofifa.org/flags/48.png,Antalyaspor,https://cdn.sofifa.org/teams/2/light/741.png,https://cdn.sofifa.org/players/4/19/177782.png
6073,L. Spendlhofer,67,55,57,59,67,72,72,56,Austria,https://cdn.sofifa.org/flags/4.png,SK Sturm Graz,https://cdn.sofifa.org/teams/2/light/209.png,https://cdn.sofifa.org/players/4/19/208247.png
6074,Pomares,67,60,57,61,70,67,70,44,Spain,https://cdn.sofifa.org/flags/45.png,Extremadura UD,https://cdn.sofifa.org/teams/2/light/469.png,https://cdn.sofifa.org/players/4/19/233591.png
6075,A. Costa,69,70,68,71,63,60,69,72,Argentina,https://cdn.sofifa.org/flags/52.png,San Martin de Tucumán,https://cdn.sofifa.org/teams/2/light/111714.png,https://cdn.sofifa.org/players/4/19/188791.png
6076,Pedro Porro,64,66,60,67,73,62,76,55,Spain,https://cdn.sofifa.org/flags/45.png,Girona FC,https://cdn.sofifa.org/teams/2/light/110062.png,https://cdn.sofifa.org/players/4/19/243576.png
6077,Y. Stark,68,64,67,63,68,75,70,63,Germany,https://cdn.sofifa.org/flags/21.png,SV Darmstadt 98,https://cdn.sofifa.org/teams/2/light/110502.png,https://cdn.sofifa.org/players/4/19/204153.png
6078,M. Tanković,30,67,60,59,72,74,72,62,Sweden,https://cdn.sofifa.org/flags/46.png,Hammarby IF,https://cdn.sofifa.org/teams/2/light/708.png,https://cdn.sofifa.org/players/4/19/209529.png
6079,R. Lindgren,69,64,64,65,54,65,69,68,Sweden,https://cdn.sofifa.org/flags/46.png,BK Häcken,https://cdn.sofifa.org/teams/2/light/711.png,https://cdn.sofifa.org/players/4/19/157305.png
6080,Raúl Llorente,66,58,61,64,73,82,69,38,Spain,https://cdn.sofifa.org/flags/45.png,Western Sydney Wanderers,https://cdn.sofifa.org/teams/2/light/112427.png,https://cdn.sofifa.org/players/4/19/188793.png
6081,M. García,48,63,63,64,74,73,69,46,Argentina,https://cdn.sofifa.org/flags/52.png,San Martin de Tucumán,https://cdn.sofifa.org/teams/2/light/111714.png,https://cdn.sofifa.org/players/4/19/216698.png
6082,M. Kucharczyk,36,62,65,59,82,77,69,58,Poland,https://cdn.sofifa.org/flags/37.png,Legia Warszawa,https://cdn.sofifa.org/teams/2/light/1871.png,https://cdn.sofifa.org/players/4/19/201083.png
6083,M. Havenaar,20,62,51,46,52,64,69,60,Japan,https://cdn.sofifa.org/flags/163.png,Vegalta Sendai,https://cdn.sofifa.org/teams/2/light/112836.png,https://cdn.sofifa.org/players/4/19/207739.png
6084,F. Bahlouli,41,67,61,65,70,61,72,60,France,https://cdn.sofifa.org/flags/18.png,LOSC Lille,https://cdn.sofifa.org/teams/2/light/65.png,https://cdn.sofifa.org/players/4/19/214907.png
6085,C. Roberts,68,54,56,64,68,67,73,31,Wales,https://cdn.sofifa.org/flags/50.png,Swansea City,https://cdn.sofifa.org/teams/2/light/1960.png,https://cdn.sofifa.org/players/4/19/225147.png
6086,Servando,66,53,60,61,65,73,69,46,Spain,https://cdn.sofifa.org/flags/45.png,Cádiz CF,https://cdn.sofifa.org/teams/2/light/1968.png,https://cdn.sofifa.org/players/4/19/172411.png
6087,Lucas João,21,65,52,49,68,64,71,60,Portugal,https://cdn.sofifa.org/flags/38.png,Sheffield Wednesday,https://cdn.sofifa.org/teams/2/light/1807.png,https://cdn.sofifa.org/players/4/19/210556.png
6088,K. Kodro,37,61,56,60,60,68,71,61,Bosnia Herzegovina,https://cdn.sofifa.org/flags/8.png,FC København,https://cdn.sofifa.org/teams/2/light/819.png,https://cdn.sofifa.org/players/4/19/211068.png
6089,Lucas Tagliapietra,65,48,54,44,49,62,70,29,Brazil,https://cdn.sofifa.org/flags/54.png,Al Batin,https://cdn.sofifa.org/teams/2/light/112990.png,https://cdn.sofifa.org/players/4/19/227708.png
6090,G. Maroni,44,65,54,63,75,62,75,55,Argentina,https://cdn.sofifa.org/flags/52.png,Club Atlético Talleres,https://cdn.sofifa.org/teams/2/light/112670.png,https://cdn.sofifa.org/players/4/19/234108.png
6091,O. Altman,27,68,53,62,70,61,72,64,Israel,https://cdn.sofifa.org/flags/26.png,Panathinaikos FC,https://cdn.sofifa.org/teams/2/light/1884.png,https://cdn.sofifa.org/players/4/19/208766.png
6092,J. Legear,40,67,63,69,68,64,69,69,Belgium,https://cdn.sofifa.org/flags/7.png,Sint-Truidense VV,https://cdn.sofifa.org/teams/2/light/680.png,https://cdn.sofifa.org/players/4/19/156542.png
6093,Crislan,25,61,56,58,74,66,70,63,Brazil,https://cdn.sofifa.org/flags/54.png,Shimizu S-Pulse,https://cdn.sofifa.org/teams/2/light/101149.png,https://cdn.sofifa.org/players/4/19/224126.png
6094,S. Hakšabanovič,26,63,49,63,73,68,74,63,Montenegro,https://cdn.sofifa.org/flags/15.png,Málaga CF,https://cdn.sofifa.org/teams/2/light/573.png,https://cdn.sofifa.org/players/4/19/226430.png
6095,M. Christiansen,65,64,65,65,62,72,74,50,Germany,https://cdn.sofifa.org/flags/21.png,DSC Arminia Bielefeld,https://cdn.sofifa.org/teams/2/light/159.png,https://cdn.sofifa.org/players/4/19/226686.png
6096,D. Sundgren,68,58,67,63,68,68,69,44,Sweden,https://cdn.sofifa.org/flags/46.png,AIK,https://cdn.sofifa.org/teams/2/light/433.png,https://cdn.sofifa.org/players/4/19/232062.png
6097,A. Parot,67,65,67,64,67,70,69,49,Chile,https://cdn.sofifa.org/flags/55.png,Rosario Central,https://cdn.sofifa.org/teams/2/light/110580.png,https://cdn.sofifa.org/players/4/19/214911.png
6098,M. Petković,67,64,62,62,72,68,70,41,Serbia,https://cdn.sofifa.org/flags/51.png,Spartak Moscow,https://cdn.sofifa.org/teams/2/light/100767.png,https://cdn.sofifa.org/players/4/19/223359.png
6099,C. Charisis,63,67,66,69,70,73,72,68,Greece,https://cdn.sofifa.org/flags/22.png,KV Kortrijk,https://cdn.sofifa.org/teams/2/light/100081.png,https://cdn.sofifa.org/players/4/19/229247.png
6100,Diogo Coelho,69,49,47,48,61,71,72,34,Portugal,https://cdn.sofifa.org/flags/38.png,CD Nacional,https://cdn.sofifa.org/teams/2/light/1891.png,https://cdn.sofifa.org/players/4/19/210560.png
6101,M. Ibarra,54,65,63,61,74,66,69,62,United States,https://cdn.sofifa.org/flags/95.png,Minnesota United FC,https://cdn.sofifa.org/teams/2/light/111138.png,https://cdn.sofifa.org/players/4/19/225664.png
6102,Riqui Puig,54,62,58,71,68,59,79,55,Spain,https://cdn.sofifa.org/flags/45.png,FC Barcelona,https://cdn.sofifa.org/teams/2/light/241.png,https://cdn.sofifa.org/players/4/19/242816.png
6103,M. Pereira,49,59,61,61,82,79,69,58,France,https://cdn.sofifa.org/flags/18.png,Yeni Malatyaspor,https://cdn.sofifa.org/teams/2/light/113259.png,https://cdn.sofifa.org/players/4/19/198017.png
6104,Ilori,68,55,55,54,67,64,71,36,Portugal,https://cdn.sofifa.org/flags/38.png,Reading,https://cdn.sofifa.org/teams/2/light/1793.png,https://cdn.sofifa.org/players/4/19/205185.png
6105,M. Zeffane,63,61,64,68,72,76,70,60,Algeria,https://cdn.sofifa.org/flags/97.png,Stade Rennais FC,https://cdn.sofifa.org/teams/2/light/74.png,https://cdn.sofifa.org/players/4/19/207745.png
6106,Tomás Podstawski,68,61,64,63,61,70,72,48,Portugal,https://cdn.sofifa.org/flags/38.png,Pogoń Szczecin,https://cdn.sofifa.org/teams/2/light/110746.png,https://cdn.sofifa.org/players/4/19/216449.png
6107,Jo Sung Jin,68,50,59,51,66,69,70,27,Korea Republic,https://cdn.sofifa.org/flags/167.png,Suwon Samsung Bluewings,https://cdn.sofifa.org/teams/2/light/983.png,https://cdn.sofifa.org/players/4/19/222337.png
6108,H. Yamada,48,62,62,65,74,72,69,65,Japan,https://cdn.sofifa.org/flags/163.png,Júbilo Iwata,https://cdn.sofifa.org/teams/2/light/101144.png,https://cdn.sofifa.org/players/4/19/224385.png
6109,Antonaldo Laforte,23,61,61,65,60,63,69,59,Brazil,https://cdn.sofifa.org/flags/54.png,Fluminense,https://cdn.sofifa.org/teams/2/light/567.png,https://cdn.sofifa.org/players/4/19/230273.png
6110,C. Beck,26,62,57,41,53,63,69,64,Germany,https://cdn.sofifa.org/flags/21.png,1. FC Magdeburg,https://cdn.sofifa.org/teams/2/light/110588.png,https://cdn.sofifa.org/players/4/19/238977.png
6111,E. Rivière,28,64,55,56,71,67,69,66,France,https://cdn.sofifa.org/flags/18.png,FC Metz,https://cdn.sofifa.org/teams/2/light/68.png,https://cdn.sofifa.org/players/4/19/188289.png
6112,I. Parlak,17,61,57,67,70,70,69,66,Turkey,https://cdn.sofifa.org/flags/48.png,MKE Ankaragücü,https://cdn.sofifa.org/teams/2/light/101007.png,https://cdn.sofifa.org/players/4/19/172418.png
